Danne han boazu válljestalláge geasset álbmámus šattuid ja šaddoosiid , mat 	addet 	eanemus eallámuša . ¶
sugadeaddji rásit 	addet 	ođđa návccaid boahttevaš dálvái , lohká Simonsen . ¶
Lágideaddjit leat maid oahppan Tour de France lágideddjiin ja 	addet 	sprintačuoggáid dahje ¶
– Jáhkán ahte doalut main leat vuollel 600 bohcco geahččalit cegget , ja dain doaluin main arva badjel 600 	addet 	jalga stáhtadoarjagiidda , dadjá son . ¶
– Mii oaidnit ahte Norgga stáda lea šaddan hui láivin ja 	addet 	báhčinlobi beare álkit , lohká Odd Harald Eidsmo , Norgga Elliidsuodjaluslihtu diehtojuohkinhoavda . ¶
Bargobearráigeahčus muitalit ahte jus sii fuobmájit áššiid gokko eai leat čuvvon lágaid , de 	addet 	suohkaniidda áigemeari goassážii galget njulgen ášši . ¶
Muitaleimmet maid makkár gielalaš earru sáhttá šaddat mánáidgárddis jus sámegiel sajiid 	addet 	dárogielat mánáide , dadjá Gaski . ¶
Dál vuordá son ahte dát seamma eiseválddit eai earut Sis-Finnmárkku boanddaid earáin , ja 	addet 	sudnuide vejolašvuođa álggahit oktasaš náveha . ¶
– Movttegis geahččit adde artisttaide nu olu , ja de go geahččit leat eallasat ja 	addet 	olu , de nákcejit artisttat maid addit eanet , muitala hui duhtavaš Kirsten Marit Olsen . ¶
– Dát gal lea mu miela mielde go ja nu evttohit , muhto mu mielas ii leat riekta addit eaŋkil olbmuide rivttiid , muhto jus gilážiidda 	addet 	, de gal lea buorre . ¶
Divrasat fápmohattit 	addet 	bieggafámu buvttadeddjiide stuorra dietnasa , muhto dienas manná daidda fitnodagaide iige báljo báze ollus Finnmárkui . ¶
Per A. Bæhr ( Johttisápmelaččaid listu ) lei okta sis gii jienastii vuostá , ja son logai ahte dál orru suohkana gárrenmirkoplána oalát vajálduvvon ja historján šaddan , go eanet ja eanet vuola- ja viidnevuovdinlobiid 	addet 	. ¶
– Mun in jáhke ahte gielddat ja FeFo 	addet 	lobiid mat rihkkot lágaid , lohká Pettersen . ¶
Norgga stáda danne go leat dakkár lágat mat 	addet 	vejolašvuođa mánáid vuoigatvuođaid ná váldit . ¶
– Mii sávvat ahte sii geat leat USKAV miellahtut , ja eai leat ožžon 70 000 ruvnno buhtadussan , 	addet 	dieđu midjiide . ¶
Hui somá go 	addet 	árvvu mu bargui , lohká son . ¶
Eamit ja mánát 	addet 	rehkegiid ¶
Mátta-Várjjat gielddas dárbbahuvvojit boahtte jagi 300-400 bargi , danne 	addet 	ge muhtin bargosajit váktaortnegii ja johtaladdanvejolašvuođaid bargiide . ¶
Buorit dieđut 	addet 	dutnje vejolašvuođa beassat earáid ovdalii , ja dan vejolašvuođa fertet dohppet . ¶
Lihkostuvvan ja duhtavašvuohta ruovttus ja bearrašis leat dehálaš dán vahkku , ja 	addet 	dutnje stuorát attáldagaid dovdduid dáfus du bargoeallimis . ¶
Seammás doaivvun oallut impulssat , čuohcci dieđut ja vejolašvuođat 	addet 	hástalusaid sihke mánáide ja nuoraide . ¶
Vássán arvás ja čoaska geasi maŋŋá čájáhusa máŋggat beaivvážat ja liekkus geassejielas sugadeaddji rásit 	addet 	ođđa návccaid boahttevaš dálvái . ¶
Vássán arvás ja čoaska geasi maŋŋá čájáhusa máŋggat beaivvážat ja liekkus geassejielas sugadeaddji rásit 	addet 	ođđa návccaid boahttevaš dálvái . ¶
– Gávdnojit ollu buorit spealut mat 	addet 	mánáide buriid vásáhusaid , muhto dávjá leat stoahkanhearvarámbuvrra hilduin dakkár stuoraolbmuid spealut . ¶
Láhka rievdadusat veahkehit Queensland eamiálbmoga oastit ja oamastit iežaset ruovttuid , 	addet 	vejolašvuođa buoridit skuvllaid , buohcciviesuid , almmolaš viesuid ja politibálvalusaid . ¶
Maori álbmoga mediat , nugo TV , 	addet 	buoret fálaldaga ja sáddejit movttiidahtti Maori ođđasiid . ¶
Muhtin ustibat 	addet 	dutnje buriid neavvagiid ja dat gusket du bargui . ¶
Finnmárkku fylkkagieldda 1.000 čeahpes mielbargi 	addet 	beaivválaččat fálaldagaid fylkka mánáide , nuoraide ja ollesolbmuide . ¶
Lea , dievddut geat liđiid 	addet 	dávjá vigget čiegadit juoidá ! ¶
Turismafálaldagat 	addet 	barggu birra jagi oppa bearrašii eaige mánát dárbbaš vuolgit vierroguovlluide barggu maŋis . ¶
Mii sámit galggašeimmet bures 	addet 	sin dili , go miige leat vásihan vealaheami čuohtejagi . ¶ERR
BaanChivitMai veahkeha maid sin geain ii leat ruoktu ja geain lea HIV dávda ja dasa lassin 	addet 	mánáide ja nuoraide vejolašvuođa oahpu gazzat . ¶
Guolástandirektoráhta logut 	addet 	midjiide čielga gova das mii lea dáhpáhuvvan maŋemus jagiid . ¶
Kommunikašuvdnateknologiija ja interneahtta 	addet 	olbmuide birra máilmmi vejolašvuođa seammalágan dihtui ja áiggeájánasfálaldagaide , ja miehtá máilmmi golaheaddjit johtet seamma gávppiin oastimin seamma buktagiid , maid leat gárvvistan seamma máŋggačearddalaš fitnodagat . ¶
Duopmáriid logut ja boađuslistu lea áidna man mielde 	addet 	vuoittuid . ¶
Dasa mis gal ferte várri ja Sámiid Álbmotlihttu doaivu earát Finnmárkku álbmogis áinnas 	addet 	eatnama luddii ( go juo eaiggádušše oasi Finnmárkkuopmodagas ) . ¶
Nissonárvvut 	addet 	eanet oktiigullevaš servodaga . ¶
1 ) Skuvla lea deháleamos báiki , gos eiseválddit ja vánhemat ( ovttasbargguin ) 	addet 	 ¶
Erenomážit liiko oanehis ja deaivilis vástádusaide mat 	addet 	eará miellagova . ¶
Šiehtadusa 	addet 	de oahpaheaddjái . ¶
Departemeanta galgá árvvoštallat juolludemiid sihkkarastit ahte 	addet 	buriid bohtosiid . ¶
Vaikko ii leat sadji olles ávvujohttičájáhusa čájehit Várdobáikkis , de 	addet 	dat válljejuvvon 16 dáiddára dáidaga seamma dievaslaš gova go dat mii lei Kárášjogas . ¶
Mu mielas lea stuorra gudni go dieđalaš ásahusat 	addet 	mu filbmii dákkár stuorra árvvu , loahpa Feodoroff . ¶
Lean maid movttat go 	addet 	midjiide kulturbálkkašumi min barggu ovddas . ¶
Álo čuovgá gáđašvuohta dán ortnega ektui go bálkestuvvojit cealkámušat maid ii sáhte 	addet 	boastut . ¶ERR
Mii gal oaidnit olles válga-ášši eará ládje , go dát válggat han 	addet 	vejolašvuođaid álbmogii . ¶
Su dagut dássážii 	addet 	goit doaivaga ahte máilmmis buorrána dillii , vaikko eat jáhke Barack Obamage nagodit buot čoavdit ovttatmano ja oktanaga . ¶
Danne báhcá guovddáš jearaldahkan makkár hástalusat 	addet 	unnimus barggu ja eanemus ovdamuniid . ¶
Sin mielas leamaš áššit mat ihtet mediain menddo ovttageardánat ja 	addet 	boasttu gova servodahkii . ¶
Ii leat dárbu sin gáđaštit jus miellahtut servet bidjat iežaset tihppenoasi organisašuvdnii , muhto baicce ferte geahčadišgoahtit njuolggadusaid mat 	addet 	dákkár organisašuvnnaide vejolašvuođa dákkár ruđaid geavahit politihkalaš bargguide . ¶
EDL čájeha dál ahte gávdnojit ráiggit vuogádagas mat 	addet 	vejolašvuođa ruhtadit bargguid mat vuosttildit buot internašuvnnalaš dohkkehuvvon eamiálbmot politihkalaš prinsihpaid . ¶
Go ná orrot dál vuoruhuvvon dát ollu miljovnnat , de lea dál dárbu geahčadišgoahtit dan ávkki maid dát ruđat 	addet 	. ¶
Dábálaččat 	addet 	ođđa beaivesuotŋjarat ilu ja buori dovdduid áigái mii lea boađi boađi . ¶
Min bargun lea geahččat bearrái ahte riggodagat dáppe min guovlluin 	addet 	barggu ja birgejumi olbmuide . ¶
	Addet 	sin eallima ovtta vahkulohppii Olmmáivágis . ¶
Erenomážit 	addet 	máŋgga geardde kromosomaoasit ođđa dieđu mo ođđa šaddošlájat leat ilbman . ¶
Beassášdoalut oainnat 	addet 	Guovdageainnu ealáhusaide buori vejolašvuođa vuovdalit iežaset gálvvuid , ja dan láhkái muitalit min iežamet birra nu ahte vel eanet guossit háliidit boahtit deike . ¶
Sii 	addet 	14 lanja nuvttá , olles vahkku , gos neavttárat ja filbmadahkkit besset orrut . ¶
Bargosajit sihkkarastet ássama ja 	addet 	smávva servodagaide vejolašvuođa ceavzit . ¶
Lea dáiddáriid Randi Strand « Forestilling » čájáhus , Charlotte Nilsen « Buvda » čájáhus ja Ingunn Utsi dáidagat , mat oppalaččat 	addet 	hirbmat gelddolaš áddejumi . ¶
	Addet 	loanaid nissonolbmuide ¶
Lea nuorat geat nektet dán golbma hámi ja váhnemat lávejit suoli sibildit sidjiide skeaŋkkaid maid mánáide 	addet 	. ¶
Dáppe leat ollu ealáhusovddidaneavttut mat 	addet 	ceavzilis sosiála ja kultuvrralaš servodaga . ¶
Eiseválddit čuvvot bagadallančállosa juste mo čuožžu , de eai beasa ieža riekteguoddit maidege dadjat , earret jus ieža gáibidit dan , ja maiddái jus siiddat ja siidaossosat 	addet 	orohahkii válddi ovddastit iežaset , muđui ii leat doallevaš , oaivvilda Guovdageainnu Boazodoallohálddahusa agronoma Mikkel Ailu Gaup . ¶
Dáppe leat buolvvat buolvvaid maŋis eallán dainna maid eana , meahcci ja deatnu 	addet 	. ¶
Ja daid girjjit mat dál leat nu boarrásat , 	addet 	boasttu dieđuid . ¶
Mirja čilge ahte son ii sáhttán 	addet 	ahte dákko ledje olbmot ealuin dahje čorragiin rasttildeamen geainnu . ¶ERR
Lean hirpmástuvvan doarjjasániide maid olusat 	addet 	midjiide . ¶
– Filmmat 	addet 	olbmuide iešdovddu , historjjá ja bargosajiid . ¶
Ealáhusat leatge hui čeahpit leamaš geavaheamen báikkálaš fitnodagaid dán finánsaroasus ja dat dušše 	addet 	maiddái bargosajiid , lohká Ingilæ . ¶
Nilla Tapiola muitala ahte Sámediggi hálddaša Interreg Sápmi - projeavtta ruđa jo otná beaivve ja ožžot ieš mearredit geasa 	addet 	doarjaga , dieđusge EU- ja INTERREG ruhtanjuolggadusaid galgá čuovvut . ¶
– Dat mii lea politiijaid bealis suorggahahtti lea ahte váhnemat ja rávis olbmot 	addet 	muohtaskohteriid ja eará mohtorfievrruid smávva mánáide ja nuoraide ja dat lea suorggahahtti , lohká Smuk Buljo . ¶
SNF lei ohcan doarjaga giđđat Sámedikkis , vástádus maid ožžo lea ahte Sámediggi ii vuorut dakkár suorggi , go dat ii leat siskkobealde dan masa sii 	addet 	doarjaga . ¶
– Innovašuvdna Norggas lea 1.3 miljárdda sin vuogádagas maid sii luiket dahje 	addet 	doarjjan fitnodagaide ja muđui veahkehit iežaset márkanastingelbbolašvuođain fitnodagaid ahtanuššamii . ¶
– Guorahallan ferte čájehit maid eiseválddit oaivvildit dán áššis ja makkár rolla sii 	addet 	Sámediggái . ¶
- Vuorbádusat 	addet 	midjiide áidna olggosgoluid , go buohkat geat barget , barget nuvttá , muitala vel Eriksen . ¶
	Addet 	jienastanvuoigatvuođa 16-jahkásaččaide ¶
Sii baicce 	addet 	olbmuid dakkár áddejumi ahte girjjiid maid dál girjelágádusat juhket nuvttá Norgga vuođđoskuvllaide ja mánáidgárddiide eai anit masage . ¶
– Dát lea hirbmat suohtas ja mun dieđán ahte Mihkkal livččii ieš liikon dasa ahte Sámedikki bealis 	addet 	dákkár beroštumi sutnje , dadjá Mikkel Eira guoibmi Lajla Krybo , Mázes . ¶
Hætta ja Trosten leaba seamma oainnus ahte NSR ja Bb 	addet 	váralaš signálaid guovddáš eiseválddiide . ¶
Dáinna lea stáhta čájeheame , ahte sii 	addet 	álggos ja nuppiin gieđain fas váldet . ¶
Norgga Luossajogasearvvi jođiheaddji Torfinn Evensen logai bearjadaga Ávviris ahte eiseválddit berrejit vuordit bohtosiid SALSEA prošeavttas ovdal go ođđa guollegárdekonsešuvnnaid 	addet 	. ¶
Buljo vuođusta oainnus vuosttamužžan dainna go 	addet 	lobi báhčit dušše 300 lotti . ¶
Guovdageainnu suohkana bealis lohket miellagiddevažžan gullat fylkkamánni mearrádusa , go jus dán bartii 	addet 	huksenlobi , de fertejit boahtteáiggis earáide maid addit lobi rievdadit ealáhusbarttaid asttoáiggebartan . ¶
Per Ivar Turi imašta mo FeFo áigu čađahit dárkkisteami bivddus jus šaddá nu ahte beaive dahje áigeearit 	addet 	lobi bivdit gitta 50 rievssaha áigodaga juohke olbmui gii gárdu rievssahiid . ¶
NRK Sámi Radio lea ožžon Bargiidbellodagas siskkáldas dieđuid geaidda 	addet 	ráđis sajis . ¶
Finnmárkkulága paragráfa 24 , sierra fierbmevuoigatvuohta maid gielddat 	addet 	, galgá maid addit nuohttun , meardi , ja dáidni lobi . ¶
Muhto mun eahpidan leago rievttes vuohki ovdalgihtii čállit čálalaš soahpamuša , ja in leat ovtta oaivilis ahte čálalaš soahpamušat 	addet 	vuoigatvuođa vaikko maid čállit guossoheddjiid birra , lohká Karin Swart-Donders . ¶
Das maŋŋá mákso ruhta ruovttoluotta dan beaivvi rájes go njuolggadusat 	addet 	dan vejolašvuođa , loahpaha NAV Finnmárkku direktevra Runar Hartvigsen . ¶
Váldočálli Gamlemshaug šálloša go eai leat dieđihan almmolaččat ahte sii 	addet 	olbmuide dáid dávviriid , go sii eai diehtán man olu lea čoagganan áiggi mielde mii lei doaimmas áigodagain 1949-1985 ja 1991-2000 . ¶
Lávdegoddi mas leamaš bargu guorahallat báikkálaš guolástanhálddašeami Deanu čázádagas leat dál čoahkkanan ovttajienalaš evttohussii , maid 	addet 	Luonddugáhttendepartementii . ¶
SSB konkludere ahte oahpaheaddjit álo 	addet 	positiivvalaš kritihka , eai ge konstruktiivvalaš . ¶
Fylka ja suohkan 	addet 	vel lasi 20 ja 10 proseantta . ¶
Sámediggi háliida konsultašuvdnačoahkkima Máhttodepartemeanttain muhtun osiid birra oahppoplánas ovdal go 	addet 	loahppa cealkámuša , muitala Sperre . ¶
Skeaŋkkain čájeha skuvlla sii beroštit ja 	addet 	stuorra árvvu sidjiide geat leat ovdagovva earáide . ¶
Dasa lassin ráŋggáštit sin garrasit ; Floridas , Wyomigas ja Arizonas 	addet 	sáhkuid gitta 100 000 dollára rádjai , ja dasa lassin dahje sierra šaddet čohkkát jagi giddagasas . ¶
Dás dorjot smávva fitnodagaid , eanandoalu ja nissondoaimmaide 	addet 	loana . ¶
Británnia , Frankriika , ja Duiska 	addet 	20 proseantta supmis juohkehaš . ¶
Dát nieiddat álo 	addet 	buot . ¶
Romssa boazodoalloagronoma Sveinung Rundberg lohká NRK Sámi Radioi ahte ii son ge diehtán ovdal go mánnodaga ahte dát ođđa boazoguohtunkonvenšuvdna galgá vuolláičállojuvvot gaskavahkku , ja sii ledje áigá juo plánen ahte 	addet 	gárddiid ruovttoluotta Sárevuomi boazodolliide juste dán beaivvi . ¶
– Mun duođaid liikon sámi filmmaide , 	addet 	munnje dakkáraš ráfálaš dovddu . ¶
Oahpaheaddjit eai ráŋggáš ohppiid , muhto 	addet 	baicce váruhusaid juohke háve , ja nu ii bissehuvvo dát heajos dáhpi . ¶
Turismafálaldagat 	addet 	barggu birra jagi oppa bearrašii eaige mánát dárbbaš vuolgit vierroguovlluide barggu maŋis . ¶
– 	Addet 	ruđa vai doallat njálmmi ¶
Eiseválddit várra 	addet 	ruđa vai mii galgat doallat njálmmi , čuoččuha Kemi gii lea geavvan báhtarit ealuin Gávávžžis . ¶
Nu mo dál lea de 	addet 	eiseválddit konsešuvnnaid ovdal go leat árvvoštallan makkár váikkuhusaid dat buktá vildalussii , lohká Evensen . ¶
Aitto danin berrejit eiseválddit leat hui várrogasat ovdal go dohko 	addet 	ođđa konsešuvnnaid , muitala Norgga Luossajohkasearvvi beaivválaš jođiheaddji , Torfinn Evensen . ¶
Jan Henrik Hætta lohká ahte dákkár nuoskkideamit luonddus 	addet 	hui fasttes gova min guovllus ja mis geat geavahat dan luonddu . ¶
Fjellheim lea earret eará gávdnan ođđa gáldoávdnasiid , mat 	addet 	dieđuid deaŧalaš proseassaid birra gaskal 1880 ja 1930 . ¶
Árvomeroštallamiid bohtosat 	addet 	FeFoi mávssolaš dieđuid lottiid šattu ja eatnatvuođa birra iešguđetge sajiin Finnmárkkuopmodagas . ¶
Maŋemus jagiid árvomeroštallamat dieđuiguin maid oažžut maŋás bivdiiguin ja soadjeiskosiid bohtosat , čájehit ahte árvomeroštallamat eanas muddui 	addet 	oppalašgova eatnatvuođadilis . ¶
Don jáhkkimis deaivvadat miellagiddevaš olbmuiguin geat 	addet 	dutnje ođđa bargovejolašvuođaid . ¶
Minddar lea dán vahkku hui vuogas buđaldit ruovttus , ja muhtun divodeamit 	addet 	sihke dutnje ja bearrašii olu ilu ! ¶
Leat ollugat geat 	addet 	čáppa lohpádusaid , ja don fertetge gávnnahit geasa luohttit . ¶
Muhtun rievdadusat ruovttus suhttadit guoimmi , muhto dat goitge 	addet 	dutnje olu movttideami . ¶
Joavkobarggut 	addet 	álkibut buriid bohtosiid . ¶
Dát soaitá buktit bargomátkkiid dahje eará áššiid mat 	addet 	eanet lovttolaš dili . ¶
Niegut maid dál hábmet 	addet 	dutnje fámuid boahtte áigái ja duktejit eatnama vai vejolašvuođat bohciidišgohtet . ¶
Dat niegut maid dál válljet 	addet 	energiija boahtte áigái , nu ahte dat sáhttet duođai šaddat duohtan . ¶
Du iežat filosofalaš oainnut 	addet 	alccet olu ilu ja optimismma . ¶
Sii 	addet 	dutnje ovdánanvejolašvuođaid ja soaitimis maid mátkkiid . ¶
Gávppašeamit 	addet 	dutnje ođđa vejolašvuođaid , ja dás leage sáhka bálkkás ja stuora dietnasis , juoga maid don minddar leatge guhká vuorddašan . ¶
Gávppašeamit 	addet 	dutnje ođđa vejolašvuođaid , ja dás leage sáhka bálkkás ja stuora dietnasis , juoga maid don minddar leatge guhká vuorddašan . ¶
Du filosofalaš oaivilat 	addet 	alccet olu movtta ja optimismma . ¶
Du filosofalaš oaivilat 	addet 	olu ilu ja optimismma alccet . ¶
Dát soaitá buktit bargomátkkiid dahje eará áššiid mat 	addet 	eanet lovttolaš dili . ¶
Niegut maid dál hábmet 	addet 	dutnje fámuid boahtte áigái ja duktejit eatnama vai vejolašvuođat bohciidišgohtet . ¶
Dehálaš ja viissis olbmot 	addet 	vejolašvuođa ovdánit ja soitet maiddái mátkkiid addit . ¶
Dat filosofalaš oaivilat mat dus leat 	addet 	dutnje olu ilu ja movtta . ¶
Dat filosofalaš oaivilat mat dus leat 	addet 	dutnje olu ilu ja movtta . ¶
Leat ollugat geat 	addet 	fiinna lohpádusaid , ja daid fertet geahččalit sirret eret . ¶
– Sisdoallu ja doaibmevašvuohta 	addet 	olbmui albma árbevirolaš girkodovddu dan seammás go dás leat ođđaáigásaš vejolašvuođat , nu movt čeatta . ¶
Strømmestiftelsen fásta addiid lasihit ruhtasupmi maid sii 	addet 	mánnosaččat . ¶
2008 logut 	addet 	roahkkatvuođa ain bargat dan ala ahte addit Jesusa velá eambbo mánáide Norggas , dadjá Helge Bratsberg . ¶
Konferánssa lágidettiin ožžot oassálastit vejolašvuođa hukset fierpmádaga eahpeformálalaš ságastallamiid bokte , oažžut ovdanbuktot sukseassamáidnosiid earret eará suohkaniid kulturvuoruheamis , fitnodagaid mat leat lihkostuvvan ja dagahit luottaid ja movt iešguđet ovttasbargohámit 	addet 	positiivvalaš bohtosiid . ¶
Son oaivvilda ahte lávvu lea dán áigge šaddan dovdomearkan dahje ikona , vaikko sámi huksenvierut 	addet 	stuorát vejolašvuođaid vistti hábmet . ¶
Geat 	addet 	movtta . ¶
Stáhta sáhttá ráđđet vaikke man ollu eatnamiid , beare 	addet 	midjiide dan vuoigatvuođa . ¶
SMS:ain 	addet 	gálbbenáhkkiSClB ¶
Šattut jogašgáttiin 	addet 	, lasttaid , eará jápmán šattuid ja rissiid . ¶
Šattuin maid ellet smávva divrrit mat 	addet 	lasi biepmu guliide . ¶
Dat 	addet 	dušše buori mágu , ja dá leage čilgehus : ¶
– Manne 	addet 	riebanii borrat ? ¶
Danne go dat 	addet 	áimmu čáhcái . ¶
… juo , mu mielas galget dievddut maid ovdaskuvlaoahpaheaddjin go sii han 	addet 	mánáide ođđa ja buriid jurdagiid ! ¶
– Rituálat maid 	addet 	árvvu dáhpáhusaide ja go dáhpáhusain leat árvu , de leat maid buoret vejolašvuohta áššiin mat leat doaluid fáddan lihkostuvvat , muitala son . ¶
Turistaguovddážis 	addet 	buori rávvagiid gos gánneha fitnat ja guhká gos ádjána . ¶
– Dákkár filmmat 	addet 	menddo ovttabealat gova sápmelaččas , lohká son . ¶
– Politihkkariid doppe ostet sii geain lea ollu ruhta ja politihkkarat 	addet 	lobi daidda ruhtaolbmuide dahkat nu go áigot min eatnamiid alde , go leat ostojuvvon . ¶
ja nu 	addet 	eret min árbevirolaš sámi vuoigatvuođaid smávva gutni ja bálkká ovddas ¶
Min sámepolitihkkarat leat dies maid fillehaddon , seamma go dálge fillehaddojit stáhtii juohke beaivvi , ja nu 	addet 	eret min árbevirolaš sámi vuoigatvuođaid smávva gutni ja bálkká ovddas . ¶
Bihtáid miel váldá stáhta badjelasas ja gidde báikegotteolbmuid resursaguovlluid , go 	addet 	vuoigatvuođaid resursaguovlluid earáide , dahje sii suodjalit daid guovlluid . ¶
Mii vuoruhit ollislaččat ovddos guvlui bargohutkankurssaid , mat 	addet 	ja eastadit dearvvašvuođa bargoeallimis ja ovttasbarggu eará ossodagaiguin olles fylkkas . ¶
Kvernmo lea maid duhtavaš Barentsčállingottiin , geat 	addet 	doarjaga ja rávvejit movt galgá bargat go noaiddit Ruoššas galget boahtit Málatvuopmái . ¶
Nuorat besset maid bargat iešguđetlágan fáttaiguin maid dávvirvuorkkát 	addet 	sidjiide . ¶
Angelit čuojaha dávjá gaskariikkalaš lávddiin ja Angelit muitaleaba , ahte davviguovllu ruohttasat 	addet 	vuođu musihka dahkamii otnáge beaivvi . ¶
Lea sávaldat ahte vuođđoealáhusas čuovvolit teknihkalaš ovdáneami ja 	addet 	dieđáhusa elektrovnnalaččat , oaivvilda Boazodoallohálddahus . ¶
– Mis leat mihttun dál ahte vel eambbogat 	addet 	elektrovnnalaš dieđáhusa ja ohcanskoviid . ¶
Guhkit áigge mihttun lea ahte buohkat 	addet 	sihke dieđáhusa ja ohcanskoviid dušše elektrovnnalaččat , dadjá Eriksen . ¶
Maiddái dán jagi vuorbádit guokte čibbedihtora sin gaskkas geat 	addet 	elektrovnnalaš dieđáhusa . ¶
– Leat nu máŋggas munnje dadjan ahte sii 	addet 	ruđaid barggu ovddas , muhto eai leat eambbo go moattis addán midjiide ruđa . ¶
Dán rádjái leat 520 duháha spealli Norsk Tippinga 1.9 miljovnna speallis gávdnan searvvi masa sii 	addet 	iežaset oasi speallanruđain almmege ahte sidjiide máksá lasi dahje ii váikkut maid sii vuitet . ¶
Sii 	addet 	danin vuoittu guovtti olbmui geain lea gákti badjelasas kulturmárkaniin lávvardaga . ¶
Sisačoagginkássa lei Rica Ishavshotellas ja sii 	addet 	unnimusat 10 ruvnno juohke biktasa ovddas maid nagodit čoaggit sisa . ¶
Meahciráđđehusa meahccegilvinbarggut 	addet 	anárlaš nuoraide geassebarggu moatti vahkkui . ¶
– 	Addet 	nuvttá stággolobiid ¶
Deanu fierbmebivdi , Reidar Varsi , mielas otne 	addet 	measta nuvttá stággolobiid turisttaide . ¶
Dát čájeha ahte sii guđet 	addet 	bálvalusaid dábálaččat barget buori barggu sihkkarastit iežaset bálvalusaid kvalitehta ja heivvolašvuođa vuostáiváldiide . ¶
Statnett lei gal plánen álggahit linjjá huksema 2012:s ja loahpahit 2016:s , muhto dál orru dan barggu šaddame maŋidit go NVE lea gáibidan buoret guorahallama dahkat ovdal go sii 	addet 	lobi hukset linjjá . ¶
Muhto sámediggeáirasat dieđus sáhttet leat buorit ovdagovat sámiide , ahte buohkat ovdamearkka dihte 	addet 	vissis summá heahtebargguide , ja dainnalágiin ávžžuhat min eará sámiid ge dahkat dan seamma . ¶
Guovdageainnu suohkan lea olu spiža ožžon go 	addet 	lobi vuodjit mehciin meahcásteami olis , muhto dat ‹ ‹ jeagohisvuohta › › sáhttá doalahan veahkkin meahcásteami bissuma . ¶
Jus oktii 	addet 	dákkáraš huksenlobi , de bohtet máŋggas earát maid čuovvolit ja ohcat seammalágan lobi . ¶
Go ii okta ge dáidde dáhttut eambbo veahki go máid vuoigatvuođat 	addet 	Norgga stáhtas . ¶
Das ferte ráđđi duođaid ieš árvvoštallat geassádit go stivrejumis ja 	addet 	Sámedikki stivrejumi earáide . ¶
Min mielas lea ge sámi álbmogis duođaid lohpi vuordit ahte stáhta eiseválddit iežaset juolludemiiguin 	addet 	Sámediggái resurssaid maiguin nagodit gozihit sámi beroštumiid dohkálaččat , go muđui lea unnán ávki Sámedikkis jus dat lea návccaheapme gáržžes resurssaid geažil . ¶
Dieđus lea váttis einnostit mot dát sáhttá časkit ruovttoluotta Bargiidbellodahkii válggas , go oljodoaimmat 	addet 	vejolašvuođaid Finnmárkui gos leat beare unnán industriijabargosajit . ¶
Lea oahpes ášši ahte sámi suohkanat Finnmárkkus 	addet 	sierra vuodjinlobiid meahcásteapmái . ¶
Lea ártet vásihit sin diehtemeahttunvuođa ja oaidnit dan badjelgeahččanvuođa maid čájehit go fieradit gárrenoaivvis gávttiiguin dákkár feasttas , ja de vel seammás 	addet 	buori vejolašvuođa olbmuide geat vašuhit sápmelaččaid , searvat digaštallamiidda dán birra . ¶
Dát rámmat 	addet 	3,4 proseantta dienaslassáneami jagi 2011 . ¶
– Čuvges ijat 	addet 	 ¶
Čuvges geasseijat 	addet 	munnje energiija , fámuid . ¶
Dat 	addet 	munnje eanet energiija . ¶
– Čuvges ijat 	addet 	bargofámu ja sávrivuođa . ¶
– Dat 	addet 	eanet energiija , mun gozán measta birrajándora . ¶
Rámbuvrrat dušše 	addet 	dan vai cuvkejit ruđa , ja oastit vurkejit dan dušše maŋŋelažžii , čuožžu reivves . ¶
Danne bivdá Sámediggi mánáidgárddiid , skuvllaid ja ruovttuid hukset guottuid ja árvvuid mat 	addet 	oadjebas bajásšaddama máŋggakultuvrralaš servodagas . ¶
Mo galgat mii diehtit ahte ráđđi ja presideanta 	addet 	ollislaš duohtavuođa eará áššiin , lohká Ann-Mari Thomassen . ¶
Dietnasiid 	addet 	Mama Sara skuvlaprošektii . ¶
bagadallanreaidduid mat 	addet 	sihke ovttaskas oahpaheaddjái , oahppái ¶
Buohcciviessu lea dál guorahallamin listtu ja 	addet 	eanet dieđuid boahtte váhku mielde . ¶
– Sámediggeráđi čilgehusas duoji birra ádde dainna lágiin ahte duodjeealáhusa áigot sihkastit eret , ja go diekkár signálaid 	addet 	, de duojárat imaštit mii bat dát ges lea , lohká Biret Ristin Sara . ¶
Leat buori resurssat báikkálaččat mat 	addet 	álbmogii dan dearvvašvuođabálvalusa maid olbmot dárbbašit , Davvi Dearvvašvuođa direktevra , Lars Vorland . ¶
Rektor čilgesta vel muhtimat eai dieđit maidige ovdagihtii ja beare bohtet go skuvla álgá , ja earát fas vurdet maŋimuš beaivái ovdal go 	addet 	dieđu . ¶
Boahtte čavčča 	addet 	de oahppofálaldaga 70 olbmui miehtá riikka dán ođđa oahpaheaddjioahppomálle 1. – 7. luohkkái . ¶
Son oaivvilda dát miljovnnat 	addet 	buori álggu nu go ovdamearkka dihte áiddiid ceggemii . ¶
– Eai leat dat buoremus signálat maid midjiide 	addet 	, go nu ájihit vástideames . ¶
Jus eat oaččo sis ruhtadoarjaga , de oažžut dušše sávvat ahte Nordlándda fylkkagielda ja Sámediggi liikká 	addet 	midjiide ruđa , muđui mii eat dieđe mo boahtteáigi šaddá , loahpaha Dalbakk . ¶
